ReviewID,MemberID,Verified,RealName,ReviewOrder,ProductID,Date,Rating,HelpfulFeedbacks,Feedbacks,Title_x,Body,Sales Rank,Brand,Sales Price,Title_y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
868162,A3U7B9GCEAM4TS,0,0,8,B00006CBDX,4/30/2003,5,1,5,"Great printer, Great shipping,All is well",Everything was nice and easy. Shipping was about 7 days early. It arrived before the projected ship date.,19203,Canon Office Products,149.99,Canon i850 Photo Printer,EAN->0013803013665,Binding->Electronics,"Feature->Up to 4,800 by 1,200 dpi color, 600 x 600 dpi black",Brand->Canon,"Feature->Prints up to 22 ppm black, 14 ppm color, 4-by-6-inch photo in just 48 seconds",Manufacturer->Canon Office Products,Model->i850,ModemDescription->None,MPN->i850,PackageDimensions,ProductGroup->CE,Publisher->Canon Office Products,ReleaseDate->2002-10-01,Studio->Canon Office Products,Title->Canon i850 Photo Printer,UPC->013803013665,Feature->Microscopic 2-picoliter droplets,Feature->4 individually replaceable ink tanks,Feature->Photo lightfast technology helps photos last approximately 25 years,Label->Canon Office Products,ListPrice
874938,A3N4A3PSGW3M44,0,1,87,B000069K8O,8/25/2006,5,2,2,Excellent remote,"Easy to program, easy to use.  I programmed it to control my digital cable box, dvd player, vcr and tv without a hitch.  The TV is a 20 year old Magnavox and it works like a charm! Great device.",1199,One For All,79.99,One For All URC 9910 Premium Learning Line 8-Device IR/RF Upgradeable Universal Remote Control,Brand->One For All,Batteries->4,EAN->0817386099104,Binding->Electronics,Feature->Controls up to eight devices,IsMemorabilia->0,ItemDimensions,Label->One For All,ListPrice,Manufacturer->One For All,Model->URC9910,MPN->URC9910,PackageDimensions,ProductGroup->CE,Publisher->One For All,Studio->One For All,Feature->Full learning capabilities and upgradeable technology from One For All,Feature->Easy-to-read backlit keypad and LCD display with real-time clock,"Feature->Picture-in-picture, surround sound, sleep timer, mute button and macro functions",Feature->Permanent memory retention during battery changes,IsAutographed->0
811375,A2VTZXP81KKEUQ,0,0,2,B00008Y2EO,1/29/2004,4,0,0,A good phone for the money,After about two months of using this phone...,39104,Uniden,49.99,Uniden EXI3246C 2.4 GHz Extended Range Cordless Phone with Caller ID (Metallic Charcoal),Color->black,Binding->Electronics,EAN->0050633300169,Brand->Uniden,Feature->2.4 GHz analog operation,Label->Uniden,ListPrice,Manufacturer->Uniden,Model->EXI3246C,MPN->EXI3246C,PackageDimensions,ProductGroup->CE,Publisher->Uniden,Studio->Uniden,Title->Uniden EXI3246C 2.4 GHz Extended Range Cordless Phone with Caller ID (Metallic Charcoal),UPC->050633300169,Feature->Caller ID with call waiting,Feature->30 caller ID memory locations; 20 speed dial locations,Feature->Voicemail waiting indicator,"Feature->Headset compatible, belt-clip included",ItemDimensions
817396,A18PZQY8YACHL9,0,0,15,B00008RUL7,6/4/2003,5,3,3,"Great Machine, Great Value...","....  After looking at HP, Sony, dell and Compaq.  I went out to buy 2435-s255 model but end up buying this because the price difference ...between these two models.  The S255 has 2.4 pentium.  But if u are not playing high end games and video editing, this is excellent buy, or as they say ""Best bang for you Buck"".",854,Toshiba,0.0,"Toshiba Satellite 1135-S155 Notebook (2.0-GHz Celeron, 512 MB RAM, 40 GB Hard Drive, DVD/CD-RW Drive)",Brand->Toshiba,BatteryType->Lithium Ion,ComputerHardwareType->Notebook Computer,Binding->Personal Computers,CPUManufacturer->Intel,GraphicsMemorySize->32,HardDiskSize->40,ItemDimensions,KeyboardDescription->Full-Size,Label->Toshiba,Manufacturer->Toshiba,Model->PS113U-05X9YV,ModemDescription->56 Kbps,MPN->PS113U-05X9YV,NativeResolution->1024-by-768,NetworkInterfaceDescription->10-/100-Mbps Ethernet,CPUSpeed->2,CPUType->Intel Celeron,DisplaySize->15,EAN->0032017179721,FloppyDiskDriveDescription->None
822157,A228UKP6QV5S7K,0,0,1,B00008JTHL,1/22/2004,1,1,14,Erik Bryant  - Can you please explain the install procedure,"Erik Bryant from Fremont, CA United States:",0,Pharos,239.95,Pharos PK038 Pocket GPS Navigator Kit for Dell Axim,EAN->0818948000729,Binding->Electronics,"Feature->Voice Prompted, Turn by Turn Navigation with Detailed Street Level Maps for all 50 States",Brand->PHAROS,"Feature->Find a location by address, cross street, contacts or Point of Interest",ItemDimensions,Label->Pharos,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->Pharos,Model->PK038,MPN->PK038,NativeResolution->320x240,PackageDimensions,ProductGroup->CE,Publisher->Pharos,Feature->Use Microsoft Pocket Outlook Contacts as your destination,"Feature->Display shows next turn direction, street name, distance to turn, and distance to destination","Feature->Display highlighted route map or written text directions, and shows active satellites and signal strengths",IsAutographed->0,IsMemorabilia->0
854812,A1Z0SUTZC9TS1A,0,0,306,B00006IJRU,8/4/2003,4,7,7,best product when it comes to gas....,advantages ----------,782,Playtex,10.99,Playtex VentAire Bottles 6oz. - 3pk,Brand->Playtex,BatteriesIncluded->0,EAN->0078300011699,Binding->Baby Product,"Feature->6-oz. bottles with a unique, bubble-free design and bent shape for comfortable bottle-feeding",ListPrice,Manufacturer->Playtex,Model->05750,PackageDimensions,ProductGroup->Baby Product,Publisher->Playtex,ReleaseDate->2006-10-30,Studio->Playtex,Title->Playtex VentAire Bottles 6oz. - 3pk,UPC->078300011699,,Feature->Bottom vent disc eliminates bubbles,"Feature->Less air means less gas, spitting up and discomfort for Baby",Feature->Set of 3 clear bottles with cute pastel tops,Feature->Made in USA,Label->Playtex
880661,ATDXKP4TJKS4F,0,1,5,B000068IHQ,2/21/2003,4,3,5,Zen vs Archos vs Net MD vs IPod. Zen Wins!,Zen vs Archos vs Net MD vs IPod. Zen Wins!,37014,Sony,399.99,Sony MZ-N1 Net MD Walkman Player/Recorder with USB,Brand->Sony,BatteriesIncluded->1,EAN->0027242589728,Binding->Electronics,Feature->Record MP3s or CDs at up to 32x speed on affordable MD media for over 5 hours of music per standard 80-minute disc,ListPrice,Manufacturer->Sony,Model->MZN1,MPN->MZN1,PackageDimensions,ProductGroup->CE,Publisher->Sony,Studio->Sony,Title->Sony MZ-N1 Net MD Walkman Player/Recorder with USB,UPC->027242589728,Warranty->1 year warranty,Feature->Up to 110 hours of playback using the supplied rechargeable battery and 1 AA battery (not included),"Feature->Plays ATRAC3 and ATRAC files; converts audio from MP3, WMA, and WAV files",Feature->Includes USB docking and recharging cradle,Feature->Music-management software ensures seamless file transfers to and from your hard drive; multi-speed transfers via USB port,Label->Sony
885862,A3UJJ7FVRJC7EW,0,0,1,B000066R7R,2/3/2003,5,1,1,JVC Stands On Top! A Stunning Perfect Television!,AV-27F803,152064,JVC,649.95,"JVC AV-27F803 27"" Flat Screen TV (Silver)",DisplaySize->27,Binding->Electronics,EAN->0046838206276,Brand->JVC,"Feature->Real Flat CRT with Invar shadow mask for clear, bright, distortion-free images; 29.875 x 23.375 x 19.75 inches (W x H x D)",ListPrice,Manufacturer->JVC,Model->AV27F803,MPN->AV27F803,ProductGroup->CE,Publisher->JVC,Studio->JVC,"Title->JVC AV-27F803 27"" Flat Screen TV (Silver)",UPC->046838206276,Warranty->1 year warranty,,"Feature->4 MHz, 10-bit digital 3D Y/C comb filter removes blurred edges between colors and reduces dot crawl","Feature->Component-video, S-video, and composite-video inputs; 2-tuner picture in picture","Feature->5 watts per channel, Hyper Surround simulated surround sound",Feature->Illuminated Super Command universal remote with DVD control capability,Label->JVC
891510,APUPJOLIKVGBZ,0,1,1,B0000655ZJ,10/21/2002,1,11,11,A complete waste of money,A complete waste of money.,9175,V Communications,29.95,WEB Easy 4.01,Format->CD,Binding->CD-ROM,Label->V Communications,EAN->0720789038406,ListPrice,Platform->Windows Me,Platform->Windows XP,ProductGroup->Software,Publisher->V Communications,Studio->V Communications,Title->WEB Easy 4.01,UPC->720789038406,,,,,Manufacturer->V Communications,PackageDimensions,Platform->Windows 95,Platform->Windows 98,Platform->Windows 2000
900036,A1PM7EJ8CFY0WJ,0,0,1,B000060NX3,10/17/2002,5,0,6,IS This Comparable To NEC MultiSync 3FGe,Attention:,100686,NEC Display Solutions,0.0,"NEC MultiSync LCD1550M - Flat panel display - TFT - 15"" - 1024 x 768 / 75 Hz - 300 cd/m2 - 450:1 - 25 ms - 0.3 mm - VGA (HD-15) - black",DisplaySize->15,Binding->Electronics,EAN->0805736003246,Brand->NEC,Label->NEC Display Solutions,Publisher->NEC Display Solutions,Studio->NEC Display Solutions,"Title->NEC MultiSync LCD1550M - Flat panel display - TFT - 15"" - 1024 x 768 / 75 Hz - 300 cd/m2 - 450:1 - 25 ms - 0.3 mm - VGA (HD-15) - black",UPC->805736003246,Warranty->3 years warranty,,,,,,,Manufacturer->NEC Display Solutions,Model->LCD1550M,MPN->LCD1550M-BK,PackageDimensions,ProductGroup->CE
911385,AT6CZDCP4TRGA,0,0,11,B00005RKO2,1/26/2003,1,17,21,Lousy software = useless scanner,AAAAAAAAGH!,43379,Visioneer,69.99,Visioneer OneTouch 8900 USB Scanner,Compatibility->PC USB,Binding->Electronics,EAN->0785414104635,Brand->Visioneer,"Feature->1,200 x 4,800 optical resolution",ListPrice,Manufacturer->Visioneer,Model->8900USB,MPN->8900USB,PackageDimensions,Platform->Windows XP,Platform->Windows Me,Platform->Windows 2000,Platform->Windows 98,ProductGroup->CE,Publisher->Visioneer,Feature->48-bit color for more than 281 trillion shades,Feature->Scan area up to 8.5 x 11.7 inches,Feature->Bundled with photo managing/editing and OCR software,"Feature->7 user-definable buttons for one-touch scanning, copying, email, and more",Label->Visioneer
927936,ARWAYMSJIU8ZU,0,0,6,B00005MIU5,11/26/2002,2,1,3,Not worth the money nor the space saved on your countertop!,(please read the update below),58204,Siemens,149.99,Siemens 4215 Gigaset 2.4 GHz DSS Expandable Cordless Phone (White and Silver),Binding->Electronics,BatteriesIncluded->1,Brand->Siemens AG,Batteries->2,Color->White,Feature->Built-in digital answering machine,ItemDimensions,Label->Siemens,ListPrice,Manufacturer->Siemens,Model->4G4215SYSW,MPN->4G4215SYSW,PackageDimensions,ProductGroup->CE,Publisher->Siemens,ReleaseDate->2001-10-01,EAN->0614003102298,Feature->2.4 GHz digital frequency hopping spread spectrum,Feature->Stores last 30 missed calls,Feature->200-name-and-number speed dialer,Feature->Backlit 5-line graphical display on handset
936989,AT6CZDCP4TRGA,0,0,43,B00005JAFF,12/11/2002,1,13,13,"just like Communism: nice theory, horrendous reality",AGH!,2939,Roxio,49.99,GoBack 3 Deluxe,Label->Roxio,Binding->CD-ROM,ListPrice,EAN->0815227000272,Manufacturer->Roxio,Platform->Windows XP,Platform->Windows Me,ProductGroup->Software,Publisher->Roxio,ReleaseDate->2001-05-03,Studio->Roxio,Title->GoBack 3 Deluxe,UPC->815227000272,,,,Model->1914800,PackageDimensions,Platform->Windows 98,Platform->Windows 2000,Platform->Windows 95
952706,A1BWGD9A51AB3R,0,1,34,B00005A3KW,10/16/2005,5,2,2,HP 15 BLACK INK CARTRIDGE,Easy to order. Shipped and received in very timely manner.,0,Hewlett Packard,66.41,HP No. 15 Twin Pack Black Inkjet Print Cartridges (C6653AN),"Feature->For HP DeskJet 810C, 812C, 840C, 842C, and PSC 500 multifunction printers",Binding->Electronics,Feature->2 cartridges per package,EAN->0808736195843,Feature->Each cartridge yields 495 pages at 5% coverage,Model->hewc6653an,MPN->hewc6653an,PackageDimensions,ProductGroup->CE,Publisher->Hewlett Packard,Size->Twin Pack,Studio->Hewlett Packard,Title->HP No. 15 Twin Pack Black Inkjet Print Cartridges (C6653AN),VariationDescription->Twin Pack,,,"Feature->Produces dense, fade-resistant prints",Feature->Recyclable container,Label->Hewlett Packard,ListPrice,Manufacturer->Hewlett Packard
982997,A1M4NJYP0WNL8Q,0,0,5,B00004Z3J0,6/10/2001,5,36,36,A Professional Scanning Instrument at an Accessible Price,Epson Perfection 1640SU Photo Scanner,69964,Epson,399.0,Epson Perfection 1640SU Photo Scanner,Compatibility->PC USB,Binding->Electronics,EAN->0010343832022,Brand->Epson,Feature->Color flatbed scanner with an integrated transparency unit,ListPrice,Manufacturer->Epson,Model->B126111,MPN->B126111,PackageDimensions,Platform->Windows NT,Platform->Windows 2000,Platform->Windows NT 4,Platform->PowerMac,Platform->Windows,Platform->Mac OS 9 and below,"Feature->True 1,600 dpi optical resolution",Feature->42-bit color for true images,"Feature->Fully automatic, 1-touch, full-color scanning at approximately 8.7 milliseconds per line",Feature->USB and SCSI connectivity,Label->Epson
985187,A31J0322VFPLP2,0,1,27,B00004YMB9,1/1/2001,1,39,40,disappointing gadget!,ADVICE: DON'T buy this thing!,299,"PNI, Corp",29.99,PNI V100 Digital Vehicle Compass,Binding->Sports,BatteriesIncluded->1,Brand->PNI,Batteries->2,EAN->0744869100319,ItemDimensions,"Label->PNI, Corp",ListPrice,"Manufacturer->PNI, Corp",Model->V100,MPN->V100,PackageDimensions,ProductGroup->Sports,"Publisher->PNI, Corp",SpecialFeatures->Compass,"Studio->PNI, Corp",Feature->Compact compass displays 8 direction points,Feature->Easy-to-read LCD screen,Feature->Comes with mounting bracket--easy to remove,Feature->Automatic shutoff,Feature->Mounting hardware included
986696,A23883Z52CSIMJ,0,0,29,B00004Y66R,11/8/2001,3,2,2,"Good Value, Easy to Use, Has Some Tradeoffs",Advantages:,39464,Canon Computer Systems,49.88,Canon CanoScan N650U USB Flatbed Scanner,Compatibility->PC USB,Binding->Electronics,EAN->0750845725926,Brand->Canon,"Feature->600 x 1,200 dpi resolution, 9,600 dpi interpolated",ListPrice,Manufacturer->Canon Computer Systems,Model->N650U,MPN->N650U,PackageDimensions,Platform->Windows 2000 Server,Platform->Windows XP,Platform->Windows Me,Platform->PowerMac,Platform->Windows NT 5,Platform->Windows NT 4,"Feature->USB interface provides power, no AC adapter required","Feature->42-bit color depth, over 4 trillion possible colors",Feature->Expansion top for scanning books and magazines,"Feature->Ultraslim, fits in most small office spaces",Label->Canon Computer Systems
986740,AZA6Y9PZXJ333,0,0,28,B00004Y66M,12/18/2001,1,1,1,Warning!!!!!!!,Beware before buying!!!,39858,Canon Computer Systems,179.0,Canon CanoScan N1220U Scanner,Compatibility->PC USB,Binding->Electronics,EAN->0750845725940,Brand->Canon,"Feature->1,200 x 2,400 dpi resolution, 9,600 dpi interpolated",ListPrice,Manufacturer->Canon Computer Systems,Model->N1220U,MPN->N1220U,PackageDimensions,Platform->Macintosh,Platform->Windows 98,Platform->Windows NT 3.5,Platform->Windows,Platform->Mac OS 9 and below,Platform->Mac OS X,Feature->USB interface provides power--no AC adapter required,"Feature->42-bit color depth, over 4 trillion possible colors","Feature->Ultraslim, fits in most small office spaces","Feature->Attractive high-tech, metallic champagne finish",Label->Canon Computer Systems
988747,A3CXUSIV2D3LOC,0,0,30,B00004WKK0,1/31/2001,5,17,22,Attention Zone Alarm Users!,Attention Zone Alarm Users:,5566,Pearson Software,39.99,Black Ice Defender,ItemDimensions,Binding->CD-ROM,Label->Pearson Software,EAN->0712692954454,ListPrice,Platform->Windows Me,Platform->Windows 98,ProductGroup->Software,Publisher->Pearson Software,ReleaseDate->2000-09-02,Studio->Pearson Software,Title->Black Ice Defender,UPC->712692954454,,,,Manufacturer->Pearson Software,Model->1575954451,PackageDimensions,Platform->Windows 2000,Platform->Windows 95
1039349,A2AZDQ8CRPA2A4,0,1,3,B00000JGNB,2/25/2007,1,0,3,"If you would ship it, I'd rate it!",After waiting four months I fhinally cancelled the order.,0,Energizer Batteries,24.99,Energizer CHM4FC Battery Charger High Energy,Brand->Energizer,BatteriesIncluded->0,EAN->0039800017017,Binding->Electronics,Feature->High energy and high performance NiMH and NiCd battery charger,ItemDimensions,Label->Energizer Batteries,ListPrice,Manufacturer->Energizer Batteries,Model->CHM4FC,MPN->CHM4FC,PackageDimensions,ProductGroup->Photography,Publisher->Energizer Batteries,Studio->Energizer Batteries,Title->Energizer CHM4FC Battery Charger High Energy,Feature->Quickly charges nickel metal hydride or nickel-cadmium rechargeable batteries,"Feature->Universal charger charges all AAA, AA, 9V NiMH or NiCd cells",Feature->LED indicators make it easy to see when the batteries are fully charged,IsAutographed->0,IsMemorabilia->0
1048790,A10P0BX64HLW7H,0,0,35,B00000G20L,3/1/2000,4,313,316,A good enough replacement for 35mm point-and-shoots!,"My review will focus on how well the 370z replaces a 35mm point-and-shoot. I've been very happy with my Pentax IQZoom90WR for six years and I wanted to see if the 370z could replace it for most situations. LENS QUALITY:  Indistinguishable except in HDTV mode at small focal lengths where  curvature is noticable at the sides. Still acceptable. RESOLUTION:  Indistinguishable on 4x6/4x7 prints at ASA 100 and 200. Lack of precise  definition of edges with ASA 400 but still acceptable. If you want to blow  up the photo to 8x10, you'll want to use ASA 100 and that will limit you to  bright light situations. If I decide to do night photography outdoors (like  the Disneyland parade), I'll switch back to my 35mm using ASA 400. (I  should note however that the 370z performed well. I'm just a bit of a  perfectionist.) RED-EYE REDUCTION: Not as effective as my Pentax IQZ90WR.  Based on the shots I've taken, red-eye occurs in 10-15% of my face-on flash  shots. The occurence with my Pentax is less than 1% but it does use a  pre-flash whereas the 370z uses a mini-lamp. PORTABILITY: Excellent! Put it  into its case and strap it to your belt and you won't know it's there. This  is a BIG plus of the 370z since it allows you to enjoy your environment as  well as be a photographer. The worst shot in the world is the one you  didn't take because you didn't have your camera with you. FOCAL LENGTHS:  Comparable but the 370z is a step-zoom whereas my 35mm has a continuous  zoom. This is not much of a problem since you'll rarely encounter a  situation that requires absoultely precise framing with a zoom. FRAME  FORMATS: Panoramic mode shows too much grain at ASAs 200 and above.  Thankfully there's ...MID-ROLL CARTRIDGE CHANGE: Excellent feature! Allowed  me to switch to ASA400 at night and ASA100 when the sun was bright.  WISHLIST ITEM: If only it were weather-resistant or splash-proof. SUMMARY:  It's replaced my 35mm point-and-shoot for documenting my family's vacations  and daily activities but I still keep my 35mm in a suitcase or the car for  rainy days, special night shots, or situations where I might want a photo  blown-up to 8x10. This camera is well designed for its target market; the  average photographer who wants to capture day-to-day shots.",4331,Canon,200.0,Canon Elph 370Z APS Camera Kit,Brand->Canon,BatteriesIncluded->1,Color->Silver,Binding->Electronics,EAN->0082966140471,HasRedEyeReduction->1,ItemDimensions,Label->Canon,ListPrice,Manufacturer->Canon,MaximumFocalLength->69,MinimumFocalLength->23,Model->ELPH 370Z,MPN->ELPH 370Z,OpticalZoom->3,PackageDimensions,Feature->3x zoom lens,Feature->Ultracompact stainless steel body,Feature->Built-in slide-out flash with red-eye reduction,Feature->3-point autofocus,Feature->Drop-in film loading
1048791,A1TY602Q0X5ZAJ,0,0,1,B00000G20K,1/7/2001,5,0,2,awesome camera,"this is a great camera! i have had it for a couple of years and i haven't had a single problem with it. as for the ""flashing H"" problem, i have never had it, and as i see it, the only way that could happen was if you loaded the film incorrectly (which is very hard to do) the only dissadvantage to this camera is the small zoom range, and the large price tag, but the Elph makes up for this with its versatility.",6036,Canon,199.99,Canon Original Elph APS Camera,Brand->Canon,BatteriesIncluded->1,Color->Silver,Binding->Electronics,EAN->0082966141133,ItemDimensions,Label->Canon,ListPrice,Manufacturer->Canon,MaximumFocalLength->48,MinimumFocalLength->24,MPN->Elph,OpticalZoom->2,PackageDimensions,ProductGroup->Photography,Publisher->Canon,Feature->2x zoom lens,Feature->Ultracompact stainless-steel construction,Feature->Drop-in film loading,Feature->Built-in flash with red-eye reduction,Feature->Automatic operation
1048792,A15GEMWZOC2VC7,0,1,2,B00000G20K,10/30/2000,1,2,4,Within Specs and inoperable,"I loved the camera.  Great pictures, great size.  Then it stopped working.  I sent it back to Canon Service in Irvine.  They reported the camera ""within factory specs.""  It still doesn't work right.  They don't care. I have other Canon cameras.  They are excellent.",6036,Canon,199.99,Canon Original Elph APS Camera,Brand->Canon,BatteriesIncluded->1,Color->Silver,Binding->Electronics,EAN->0082966141133,ItemDimensions,Label->Canon,ListPrice,Manufacturer->Canon,MaximumFocalLength->48,MinimumFocalLength->24,MPN->Elph,OpticalZoom->2,PackageDimensions,ProductGroup->Photography,Publisher->Canon,Feature->2x zoom lens,Feature->Ultracompact stainless-steel construction,Feature->Drop-in film loading,Feature->Built-in flash with red-eye reduction,Feature->Automatic operation
1048793,A1CPEWUULW5CXJ,0,0,3,B00000G20K,4/29/2000,1,0,0,"Cute-looking, but totally unreliable","Just like another commenter, my 'cute' Canon tortured me by sometimes showing a blinking 'H' after removing a roll a film. At times the film could not even be rewound, and the camera had to be send to a Canon Repair  Center, which then spoiled the film - which of course had always unique  pictures on it that could not be replaced :-(",6036,Canon,199.99,Canon Original Elph APS Camera,Brand->Canon,BatteriesIncluded->1,Color->Silver,Binding->Electronics,EAN->0082966141133,ItemDimensions,Label->Canon,ListPrice,Manufacturer->Canon,MaximumFocalLength->48,MinimumFocalLength->24,MPN->Elph,OpticalZoom->2,PackageDimensions,ProductGroup->Photography,Publisher->Canon,Feature->2x zoom lens,Feature->Ultracompact stainless-steel construction,Feature->Drop-in film loading,Feature->Built-in flash with red-eye reduction,Feature->Automatic operation
1048794,AH4PQ3XZ2G6ME,0,0,4,B00000G20K,11/17/2000,5,0,0,Big Things Come In Small Packages,"This little camera can fight right in your packert, so take it anywhere. It also takes great pictures. It has a lens adjuster and a camera case that it fits in perfectly. I would defenitly reccommend it.",6036,Canon,199.99,Canon Original Elph APS Camera,Brand->Canon,BatteriesIncluded->1,Color->Silver,Binding->Electronics,EAN->0082966141133,ItemDimensions,Label->Canon,ListPrice,Manufacturer->Canon,MaximumFocalLength->48,MinimumFocalLength->24,MPN->Elph,OpticalZoom->2,PackageDimensions,ProductGroup->Photography,Publisher->Canon,Feature->2x zoom lens,Feature->Ultracompact stainless-steel construction,Feature->Drop-in film loading,Feature->Built-in flash with red-eye reduction,Feature->Automatic operation
1048795,A3JN8O6EIWIEN8,0,0,5,B00000G20K,12/1/2000,4,0,0,Love the camera....,"I purchased the Original Elph in 1998 and I must say this is the best camera I ever owned!  I've never come across the dreaded ""flashing H"" problem, but my flash gets stuck once in a while...",6036,Canon,199.99,Canon Original Elph APS Camera,Brand->Canon,BatteriesIncluded->1,Color->Silver,Binding->Electronics,EAN->0082966141133,ItemDimensions,Label->Canon,ListPrice,Manufacturer->Canon,MaximumFocalLength->48,MinimumFocalLength->24,MPN->Elph,OpticalZoom->2,PackageDimensions,ProductGroup->Photography,Publisher->Canon,Feature->2x zoom lens,Feature->Ultracompact stainless-steel construction,Feature->Drop-in film loading,Feature->Built-in flash with red-eye reduction,Feature->Automatic operation
